v2,v1
🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨,scam
"Hi,",scam
"Dear customer,",scam
"Hi , I'm a fraud officer with your bank , the bank has some issues with your account . We have blocked your card as we noticed some strange transactions on your account , please what's your account number so we can investigate it .",scam
"I'm the accountant of this organization, I wanted to know if you can help me...",scam
"I am Dr.Nicole Nielson from Central Bank of Nigeria, I'm calling to inform you of a fund transfer of $19.2 Million to your account from the federal government of Nigeria as a result of the coronavirus pandemic",scam
"Dear Sir,",scam
"Hi,",scam
"Hello,",scam
\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u20,scam
"Dear Sir,",scam
"Dear sir,",scam
"Hi,",scam
"Good Evening, We are RBI Investigation Department,",scam
This is the email that we have sent you. Please check your email and reply with the information we have sent. We shall get back to you soonest.,scam
"Dear customer,",scam
"Hello! Here is a message from the official website of the Indian government. To activate your account, you need to confirm the OTP sent to your phone number 9839-356-131.",scam
"Hello,",scam
"Hi,",scam
"Good morning sir, I am Swarupa from Mumbai, India. I am a single Indian (India). I would like to marry a nice, caring, friendly, and loving man. I am interested in knowing about your personality and what you are looking for in a life partner. I am willing",scam
🔔You have been selected for our scholarship program. Stand a chance to win $1500. Click here to claim now https://bit.ly/3BcFd7J,scam
Dear customer.,scam
"Hi ,",scam
"Sir, this is a message from our SBI bank for your account verification, Please call our customer service agent at 011-4141-2673 immediately.",scam
"Hi,",scam
"[NAME] This is my account details. I need your help to withdraw money from my account. You can help me and I will reward you with 1,500 USD. Please reply to this message and I will send you my account details. Thanks.",scam
https://spc.casa/w/images/e/ef/Naira-logo.png,scam
"I am Akshay Kumar's manager, I have a great business proposal for you, please contact me at 8880116485 for more information.",scam
SUBJECT: Clearing of payment,scam
"Hi,",scam
"Dear Customer,",scam
"Hi, Your account will be blocked if you don't authenticate your account using the link below: https://bit.ly/3xCSQnq",scam
"For the month of June we are giving out cashback of 20% on all transactions through our app, please click on the link below and claim your cashback.",scam
"Dear Customer,",scam
"Hi,",scam
"Hello,",scam
"Dear Sir/Madam,",scam
"Hi, I am here to tell you that you have won an iPhone.",scam
"Hello,",scam
"Dear Sir/Madam,",scam
"Hi, I am Mr. Joseph Brown,",scam
"Hello Sir,",scam
Please let me know what is the market price of this 2021 Honda Activa 110 in Gold colour.,scam
"I am from the Indian government... I am reaching out to you today regarding your recent application on the Indian government's official website. Our records show that you have been approved for a grant of INR 5,000,000. Please contact me via email to finalize the process.",scam
"I'm ***** ******, a staff of India Post. We are in the process of disbursing the sum of $250,000.00 to lucky winners of the online India Post Lottery Draw. We picked your email from the list of winners. Please contact us",scam
"Hi,",scam
"Dear Sir,",scam
"Hello dear,",scam
"Hi,",scam
"Hi,",scam
"Dear customer,",scam
"Send your name to 5707047018 and i will send you 10,000 USD",scam
"Dear Sir / Madam,",scam
"Thanks to all who took part in this competition. Today is the last day and the winner will be announced soon. As a token of appreciation, we will send you a gift card worth 1000/- as a prize for participating in this competition. Congratulations to all the winners and thank you for",scam
"Dear Sir/Madam,",scam
"Congratulations, you have qualified for this year's Bumper Lottery Draw. Please visit Bumperlottery.co.in/verify to collect your winnings.",scam
"Hi, I am Prince Pradeep from the corporate sector, i am contacting you because of your name, I saw your profile and i am interested in having you as a friend, so kindly let me know if you are interested in being a friend.",scam
"Mr. kumar I'm happy to inform you that you have been selected for the 2022/2023 scholarship award. Kindly send your full name, age, phone number, email address and nationality to kumar2022@gmail.com as soon as",scam
"Amit, you have not been able to login to your account. To login, click on the link below: https://www.paypal.com/en/in/self/login/",scam
"Dear Customer,",scam
Already received payment. Thanks,scam
"Hey, I have a business proposal for you, I am an Indian based business man and I want to invest in your country. All I need is your bank account details. Please reply with your full name, email address and bank account details.",scam
"You have been selected by our system to receive 2,946,410.20 USDT as part of our 20th anniversary celebrations!! 🥳🥳🥳🥳🥳🥳",scam
Your Account has been suspended for fraudulent activity on your account. Please call on +17233187894 To resolve your account.,scam
"Good morning,",scam
"If you are having a good day, then I suggest you have a better one. Today is your lucky day. It is very easy to make $1000 by taking part in an online survey. You can get paid anywhere from $100 to $500 per survey. This will be fun",scam
"Hi,",scam
"I'm sorry you missed out on the $6000 cash prize. You're too late, but we would like to offer you a $500 cash prize for participating! Please reply with your bank details so we can make the transfer.",scam
Good Day!,scam
Hi there! I came across your profile and immediately fell in love with your beauty \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u27,scam
"Hi,",scam
"Good evening sir/madam,",scam
"Hello,",scam
"Hey, I'm Kerry Washington, I'm an American actress, producer, and director. I'm best known for my role as Olivia Pope in the ABC political drama Scandal (2012–2018). I've also appeared in films including Ray (200",scam
Hey! Would you like to win cash prizes? Get the chance to win an instant cash prize of 25000 every day by just dialing this number. #CashPrizeAlert #WinningIsEasy #DialAndWin #WinningIsYours #WinningIs,scam
"Hi! I’m Winfried, a customer care assistant from Amazon. We’ve noticed an issue with your account and need to verify some information. To protect your account, please send me your full name, address, and date of birth. Thank you for your cooperation.",scam
"I am Kishore Kumar. I am into the business of imports and exports, and I need your partnership in my business. I will be glad to have you as my partner. Please get back to me as soon as possible. Thanks in advance.",scam
"Hi, I'm texting you from the bank. I can see you have successfully completed the recent transaction. And we are sending a bonus of $4500 for the same. Kindly reply with your bank details to transfer the bonus to your account.",scam
"Hi am Xxxx Xxxx,",scam
"Hi,",scam
"Dear Customer,",scam
"Hi 👋, I'm providing scam awareness services. A few phone calls are made by me to my clients.",scam
"Hii,",scam
"Dear 👋,",scam
"Dear Customer,",scam
"The lottery company is paying a total prize of 320 million dirhams in this year 2019, and the lucky numbers are 98740/99585/74120/24685/58030/9",scam
"<p>Hello,</p><p>Your order number 10391343112 has not been delivered due to the incorrect address. Please provide your correct address for delivery. You can also unsubscribe from our service by clicking the link below. <a href=""https://www",scam
"Hi, I have received your notice on my e-mail account. I have managed to find your details and your e-mail address. I know you are no longer working with this company. I want to donate some money to the church and need advice on my investment opportunities. I need your help urgently.",scam
"Dear User,",scam
"Dear Customer,",scam
"This is a reminder that you have a pending payment of ₹259,999.99 which is overdue. You can make the payment by clicking the link below. [scammer link]",scam
"Dear Sir/Madam,",scam
The money you have sent is now ready for collection. Please contact the nearest courier office to you for collection.,scam
"सभी ओफिस की स्टैशन नाम एकटा होते है, कृपया माँगो कुछ साल",scam
9981114466779,scam
"Hi,",scam
"Hi,",scam
"Hey Boss,",ham
"Hi xxxxx,",ham
hi welcome to India ham radio forum. 73 de RA3LKF,ham
"Hello, this is Ajay Kumar, calling from Bangalore. I am in search of a new job and I would like to apply for the position of a software engineer at your company. I have over 5 years of experience in the field and I am confident that I can be an asset to your",ham
"Hi, I am looking for a good deal on a new mobile phone. Do you know of any good deals in the market?",ham
